Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Fully_Equipped_Kitchen,Province,Municipality,Price_Group,Price_Group_Per_Region
395000.0,2200,HOUSE,HOUSE,GOOD,4.0,False,Antwerpen,Noorderwijk,350000-550000,Antwerpen_350000-550000
299000.0,6700,APARTMENT,APARTMENT,GOOD,4.0,False,Luxemburg,Toernich,200000-350000,Luxemburg_200000-350000
239000.0,3500,APARTMENT,APARTMENT,GOOD,2.0,False,Limburg,Sint-Lambrechts-Herk,200000-350000,Limburg_200000-350000
370000.0,6700,HOUSE,HOUSE,GOOD,3.0,False,Luxemburg,Toernich,350000-550000,Luxemburg_350000-550000
165000.0,7600,HOUSE,HOUSE,GOOD,3.0,False,Henegouwen,Péruwelz,100000-200000,Henegouwen_100000-200000
178000.0,8720,HOUSE,HOUSE,TO_RENOVATE,3.0,False,West-Vlaanderen,Wakken,100000-200000,West-Vlaanderen_100000-200000
249000.0,7700,APARTMENT,APARTMENT,GOOD,3.0,True,Henegouwen,Moeskroen,200000-350000,Henegouwen_200000-350000
175000.0,8400,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Zandvoorde,100000-200000,West-Vlaanderen_100000-200000
524000.0,2610,HOUSE,HOUSE,AS_NEW,2.0,False,Antwerpen,Wilrijk,350000-550000,Antwerpen_350000-550000
105000.0,5540,HOUSE,CHALET,JUST_RENOVATED,1.0,False,Namen,Waulsort,100000-200000,Namen_100000-200000
415000.0,1400,HOUSE,HOUSE,GOOD,3.0,True,Waals-Brabant,Nivelles,350000-550000,Waals-Brabant_350000-550000
249000.0,2300,HOUSE,HOUSE,GOOD,3.0,False,Antwerpen,Turnhout,200000-350000,Antwerpen_200000-350000
810000.0,2500,APARTMENT,LOFT,AS_NEW,2.0,True,Antwerpen,Lier,750000-950000,Antwerpen_750000-950000
600000.0,3272,HOUSE,HOUSE,GOOD,3.0,False,Vlaams-Brabant,Testelt,550000-750000,Vlaams-Brabant_550000-750000
370000.0,9890,HOUSE,HOUSE,AS_NEW,3.0,True,Oost-Vlaanderen,Vurste,350000-550000,Oost-Vlaanderen_350000-550000
169500.0,2600,APARTMENT,GROUND_FLOOR,TO_BE_DONE_UP,2.0,False,Antwerpen,Berchem,100000-200000,Antwerpen_100000-200000
245000.0,9290,HOUSE,HOUSE,GOOD,2.0,True,Oost-Vlaanderen,Uitbergen,200000-350000,Oost-Vlaanderen_200000-350000
790000.0,8930,HOUSE,VILLA,AS_NEW,4.0,True,West-Vlaanderen,Rekkem,750000-950000,West-Vlaanderen_750000-950000
179000.0,9300,APARTMENT,APARTMENT,GOOD,1.0,False,Oost-Vlaanderen,Aalst,100000-200000,Oost-Vlaanderen_100000-200000
292211.0,8540,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Deerlijk,200000-350000,West-Vlaanderen_200000-350000
199000.0,6001,HOUSE,MIXED_USE_BUILDING,TO_BE_DONE_UP,4.0,False,Henegouwen,Marcinelle,100000-200000,Henegouwen_100000-200000
339000.0,4130,HOUSE,HOUSE,AS_NEW,4.0,False,Luik,Tilff,200000-350000,Luik_200000-350000
199000.0,1502,APARTMENT,GROUND_FLOOR,JUST_RENOVATED,1.0,False,Vlaams-Brabant,Lembeek,100000-200000,Vlaams-Brabant_100000-200000
309000.0,2300,APARTMENT,APARTMENT,GOOD,3.0,False,Antwerpen,Turnhout,200000-350000,Antwerpen_200000-350000
140000.0,8370,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Uitkerke,100000-200000,West-Vlaanderen_100000-200000
599000.0,2990,HOUSE,HOUSE,AS_NEW,3.0,False,Antwerpen,Wuustwezel,550000-750000,Antwerpen_550000-750000
410000.0,9850,HOUSE,HOUSE,AS_NEW,3.0,True,Oost-Vlaanderen,Vosselare,350000-550000,Oost-Vlaanderen_350000-550000
370000.0,1180,APARTMENT,APARTMENT,AS_NEW,1.0,True,Brussel,Ukkel,350000-550000,Brussel_350000-550000
429638.0,1731,APARTMENT,TRIPLEX,AS_NEW,4.0,True,Vlaams-Brabant,Zellik,350000-550000,Vlaams-Brabant_350000-550000
598000.0,1932,HOUSE,TOWN_HOUSE,AS_NEW,4.0,True,Vlaams-Brabant,Sint-Stevens-Woluwe,550000-750000,Vlaams-Brabant_550000-750000
230000.0,1090,APARTMENT,APARTMENT,GOOD,2.0,False,Brussel,Jette,200000-350000,Brussel_200000-350000
290000.0,1080,APARTMENT,APARTMENT,TO_BE_DONE_UP,3.0,False,Brussel,Sint-jans-molenbeek,200000-350000,Brussel_200000-350000
395000.0,1000,APARTMENT,APARTMENT,AS_NEW,2.0,False,Brussel,Brussel,350000-550000,Brussel_350000-550000
259000.0,8670,APARTMENT,SERVICE_FLAT,GOOD,1.0,False,West-Vlaanderen,Wulpen,200000-350000,West-Vlaanderen_200000-350000
310000.0,2000,APARTMENT,APARTMENT,AS_NEW,1.0,False,Antwerpen,Antwerpen,200000-350000,Antwerpen_200000-350000
199500.0,4570,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,False,Luik,Vyle-Et-Tharoul,100000-200000,Luik_100000-200000
402000.0,1400,HOUSE,HOUSE,GOOD,3.0,True,Waals-Brabant,Nivelles,350000-550000,Waals-Brabant_350000-550000
300000.0,1160,APARTMENT,APARTMENT,GOOD,2.0,False,Brussel,Oudergem,200000-350000,Brussel_200000-350000
230000.0,8501,HOUSE,HOUSE,TO_RENOVATE,4.0,False,West-Vlaanderen,Heule,200000-350000,West-Vlaanderen_200000-350000
115000.0,1060,APARTMENT,FLAT_STUDIO,AS_NEW,1.0,False,Brussel,Sint-gillis,100000-200000,Brussel_100000-200000
474000.0,8900,HOUSE,HOUSE,AS_NEW,3.0,False,West-Vlaanderen,Sint-Jan,350000-550000,West-Vlaanderen_350000-550000
229000.0,6140,APARTMENT,LOFT,AS_NEW,1.0,False,Henegouwen,Fontaine-l'evêque,200000-350000,Henegouwen_200000-350000
185000.0,8400,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Zandvoorde,100000-200000,West-Vlaanderen_100000-200000
335000.0,9111,HOUSE,HOUSE,TO_RENOVATE,4.0,False,Oost-Vlaanderen,Belsele,200000-350000,Oost-Vlaanderen_200000-350000
295000.0,6200,HOUSE,MIXED_USE_BUILDING,GOOD,2.0,False,Henegouwen,Châtelineau,200000-350000,Henegouwen_200000-350000
239000.0,1070,APARTMENT,APARTMENT,GOOD,2.0,False,Brussel,Anderlecht,200000-350000,Brussel_200000-350000
465000.0,8340,APARTMENT,APARTMENT,GOOD,3.0,False,West-Vlaanderen,Sijsele,350000-550000,West-Vlaanderen_350000-550000
170000.0,3290,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Vlaams-Brabant,Webbekom,100000-200000,Vlaams-Brabant_100000-200000
337000.0,1140,APARTMENT,APARTMENT,AS_NEW,1.0,True,Brussel,Evere,200000-350000,Brussel_200000-350000
209000.0,4020,HOUSE,TOWN_HOUSE,AS_NEW,2.0,True,Luik,Wandre,200000-350000,Luik_200000-350000
585000.0,1651,HOUSE,VILLA,AS_NEW,4.0,True,Vlaams-Brabant,Lot,550000-750000,Vlaams-Brabant_550000-750000
310000.0,3000,APARTMENT,APARTMENT,GOOD,2.0,False,Vlaams-Brabant,Leuven,200000-350000,Vlaams-Brabant_200000-350000
349000.0,1200,APARTMENT,APARTMENT,GOOD,4.0,False,Brussel,Sint-lambrechts-woluwe,200000-350000,Brussel_200000-350000
425000.0,1350,HOUSE,VILLA,AS_NEW,3.0,True,Waals-Brabant,Orp-Le-Grand,350000-550000,Waals-Brabant_350000-550000
490000.0,8300,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Westkapelle,350000-550000,West-Vlaanderen_350000-550000
595000.0,2290,HOUSE,HOUSE,AS_NEW,3.0,False,Antwerpen,Vorselaar,550000-750000,Antwerpen_550000-750000
230000.0,1830,HOUSE,HOUSE,GOOD,3.0,False,Vlaams-Brabant,Machelen,200000-350000,Vlaams-Brabant_200000-350000
699000.0,2000,APARTMENT,APARTMENT,AS_NEW,2.0,False,Antwerpen,Antwerpen,550000-750000,Antwerpen_550000-750000
105000.0,8790,APARTMENT,APARTMENT,GOOD,1.0,False,West-Vlaanderen,Waregem,100000-200000,West-Vlaanderen_100000-200000
349000.0,8400,APARTMENT,APARTMENT,GOOD,3.0,False,West-Vlaanderen,Zandvoorde,200000-350000,West-Vlaanderen_200000-350000
425000.0,1050,APARTMENT,APARTMENT,AS_NEW,2.0,True,Brussel,Elsene,350000-550000,Brussel_350000-550000
398000.0,8300,APARTMENT,APARTMENT,GOOD,1.0,False,West-Vlaanderen,Westkapelle,350000-550000,West-Vlaanderen_350000-550000
195000.0,8930,APARTMENT,APARTMENT,GOOD,2.0,True,West-Vlaanderen,Rekkem,100000-200000,West-Vlaanderen_100000-200000
360000.0,8430,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Middelkerke,350000-550000,West-Vlaanderen_350000-550000
429000.0,8400,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,West-Vlaanderen,Zandvoorde,350000-550000,West-Vlaanderen_350000-550000
335000.0,1200,APARTMENT,APARTMENT,GOOD,2.0,False,Brussel,Sint-lambrechts-woluwe,200000-350000,Brussel_200000-350000
247000.0,8620,APARTMENT,SERVICE_FLAT,GOOD,1.0,False,West-Vlaanderen,Sint-Joris,200000-350000,West-Vlaanderen_200000-350000
344000.0,2870,HOUSE,VILLA,TO_RENOVATE,4.0,False,Antwerpen,Ruisbroek,200000-350000,Antwerpen_200000-350000
395000.0,9000,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Oost-Vlaanderen,Gent,350000-550000,Oost-Vlaanderen_350000-550000
228000.0,9000,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,False,Oost-Vlaanderen,Gent,200000-350000,Oost-Vlaanderen_200000-350000
539000.0,2900,HOUSE,HOUSE,GOOD,3.0,False,Antwerpen,Schoten,350000-550000,Antwerpen_350000-550000
330000.0,2300,HOUSE,HOUSE,AS_NEW,2.0,False,Antwerpen,Turnhout,200000-350000,Antwerpen_200000-350000
375000.0,1050,APARTMENT,APARTMENT,AS_NEW,1.0,True,Brussel,Elsene,350000-550000,Brussel_350000-550000
440000.0,1160,APARTMENT,GROUND_FLOOR,AS_NEW,1.0,True,Brussel,Oudergem,350000-550000,Brussel_350000-550000
345000.0,1140,APARTMENT,APARTMENT,AS_NEW,1.0,True,Brussel,Evere,200000-350000,Brussel_200000-350000
530000.0,1461,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,Waals-Brabant,Haut-Ittre,350000-550000,Waals-Brabant_350000-550000
85000.0,7340,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,False,Henegouwen,Wasmes,0-100000,Henegouwen_0-100000
280000.0,1200,APARTMENT,APARTMENT,TO_RENOVATE,2.0,False,Brussel,Sint-lambrechts-woluwe,200000-350000,Brussel_200000-350000
625000.0,1150,APARTMENT,APARTMENT,AS_NEW,4.0,True,Brussel,Sint-pieters-woluwe,550000-750000,Brussel_550000-750000
390000.0,2800,HOUSE,HOUSE,GOOD,3.0,False,Antwerpen,Walem,350000-550000,Antwerpen_350000-550000
180000.0,7972,HOUSE,HOUSE,GOOD,2.0,False,Henegouwen,Quevaucamps,100000-200000,Henegouwen_100000-200000
249000.0,4000,HOUSE,HOUSE,GOOD,4.0,False,Luik,Rocourt,200000-350000,Luik_200000-350000
400000.0,4210,HOUSE,HOUSE,GOOD,4.0,True,Luik,Oteppe,350000-550000,Luik_350000-550000
239000.0,8820,HOUSE,BUNGALOW,TO_RENOVATE,3.0,False,West-Vlaanderen,Torhout,200000-350000,West-Vlaanderen_200000-350000
449000.0,8470,HOUSE,HOUSE,GOOD,4.0,False,West-Vlaanderen,Zevekote,350000-550000,West-Vlaanderen_350000-550000
245000.0,9120,APARTMENT,APARTMENT,GOOD,2.0,False,Oost-Vlaanderen,Vrasene,200000-350000,Oost-Vlaanderen_200000-350000
595000.0,1342,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,False,Waals-Brabant,Limelette,550000-750000,Waals-Brabant_550000-750000
375000.0,2800,APARTMENT,APARTMENT,GOOD,2.0,False,Antwerpen,Walem,350000-550000,Antwerpen_350000-550000
339000.0,3800,HOUSE,HOUSE,GOOD,3.0,False,Limburg,Zepperen,200000-350000,Limburg_200000-350000
565000.0,1330,HOUSE,HOUSE,AS_NEW,3.0,True,Waals-Brabant,Rixensart,550000-750000,Waals-Brabant_550000-750000
269000.0,6927,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,Luxemburg,Tellin,200000-350000,Luxemburg_200000-350000
195000.0,2018,APARTMENT,APARTMENT,TO_RENOVATE,1.0,False,Antwerpen,Antwerpen,100000-200000,Antwerpen_100000-200000
209000.0,8500,APARTMENT,APARTMENT,GOOD,1.0,False,West-Vlaanderen,Kortrijk,200000-350000,West-Vlaanderen_200000-350000
599000.0,9988,HOUSE,HOUSE,AS_NEW,4.0,False,Oost-Vlaanderen,Watervliet,550000-750000,Oost-Vlaanderen_550000-750000
268700.0,9990,APARTMENT,APARTMENT,AS_NEW,2.0,False,Oost-Vlaanderen,Maldegem,200000-350000,Oost-Vlaanderen_200000-350000
750000.0,8300,HOUSE,HOUSE,TO_RESTORE,4.0,False,West-Vlaanderen,Westkapelle,550000-750000,West-Vlaanderen_550000-750000
260000.0,7070,HOUSE,HOUSE,GOOD,4.0,False,Henegouwen,Ville-Sur-Haine,200000-350000,Henegouwen_200000-350000
69000.0,6044,HOUSE,HOUSE,TO_RENOVATE,4.0,False,Henegouwen,Roux,0-100000,Henegouwen_0-100000
199500.0,9620,HOUSE,HOUSE,GOOD,3.0,False,Oost-Vlaanderen,Zottegem,100000-200000,Oost-Vlaanderen_100000-200000
259000.0,1082,APARTMENT,APARTMENT,JUST_RENOVATED,3.0,False,Brussel,Sint-agatha-berchem,200000-350000,Brussel_200000-350000
349000.0,8000,HOUSE,HOUSE,GOOD,1.0,False,West-Vlaanderen,Koolkerke,200000-350000,West-Vlaanderen_200000-350000
299000.0,9280,APARTMENT,DUPLEX,AS_NEW,3.0,True,Oost-Vlaanderen,Wieze,200000-350000,Oost-Vlaanderen_200000-350000
315000.0,1800,APARTMENT,DUPLEX,GOOD,2.0,False,Vlaams-Brabant,Vilvoorde,200000-350000,Vlaams-Brabant_200000-350000
609000.0,3210,HOUSE,HOUSE,AS_NEW,4.0,True,Vlaams-Brabant,Lubbeek,550000-750000,Vlaams-Brabant_550000-750000
447325.0,9340,HOUSE,HOUSE,AS_NEW,4.0,False,Oost-Vlaanderen,Wanzele,350000-550000,Oost-Vlaanderen_350000-550000
375000.0,1070,APARTMENT,APARTMENT,AS_NEW,3.0,True,Brussel,Anderlecht,350000-550000,Brussel_350000-550000
385000.0,8790,APARTMENT,APARTMENT,GOOD,1.0,False,West-Vlaanderen,Waregem,350000-550000,West-Vlaanderen_350000-550000
249000.0,2600,APARTMENT,APARTMENT,TO_RENOVATE,3.0,False,Antwerpen,Berchem,200000-350000,Antwerpen_200000-350000
495000.0,2200,HOUSE,HOUSE,TO_RENOVATE,4.0,False,Antwerpen,Noorderwijk,350000-550000,Antwerpen_350000-550000
399000.0,3140,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,True,Vlaams-Brabant,Keerbergen,350000-550000,Vlaams-Brabant_350000-550000
215000.0,8550,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,False,West-Vlaanderen,Zwevegem,200000-350000,West-Vlaanderen_200000-350000
80000.0,5530,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,False,Namen,Yvoir,0-100000,Namen_0-100000
425000.0,9140,HOUSE,HOUSE,AS_NEW,3.0,False,Oost-Vlaanderen,Tielrode,350000-550000,Oost-Vlaanderen_350000-550000
419900.0,2018,APARTMENT,APARTMENT,AS_NEW,3.0,False,Antwerpen,Antwerpen,350000-550000,Antwerpen_350000-550000
325000.0,2180,HOUSE,HOUSE,JUST_RENOVATED,3.0,False,Antwerpen,Ekeren,200000-350000,Antwerpen_200000-350000
375000.0,1000,APARTMENT,APARTMENT,GOOD,2.0,False,Brussel,Brussel,350000-550000,Brussel_350000-550000
549000.0,8400,APARTMENT,PENTHOUSE,AS_NEW,3.0,False,West-Vlaanderen,Zandvoorde,350000-550000,West-Vlaanderen_350000-550000
