Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Surface_of_the_Land,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Disabled_Access,Lift,province,Municipality
,3550,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,,Limburg,Zolder
309000.0,2300,APARTMENT,APARTMENT,GOOD,3.0,144.0,False,,,1.0,45.0,,,,,2.0,,,1.0,Antwerpen,Turnhout
595000.0,8660,HOUSE,HOUSE,JUST_RENOVATED,6.0,281.0,False,,,,,,,,281.0,,,,,West-Vlaanderen,De Panne
140000.0,8370,APARTMENT,APARTMENT,GOOD,2.0,67.0,False,0.0,,,,,,,,,,,,West-Vlaanderen,Uitkerke
599000.0,2990,HOUSE,HOUSE,AS_NEW,3.0,189.0,False,,,1.0,35.0,,,,300.0,3.0,,,,Antwerpen,Wuustwezel
1690000.0,8300,HOUSE,VILLA,GOOD,3.0,291.0,False,,,1.0,,,,,732.0,,,,,West-Vlaanderen,Westkapelle
410000.0,9850,HOUSE,HOUSE,AS_NEW,3.0,182.0,True,0.0,,,,1.0,88.0,88.0,161.0,2.0,0.0,0.0,0.0,Oost-Vlaanderen,Vosselare
315000.0,1390,HOUSE,HOUSE,TO_RENOVATE,6.0,175.0,False,0.0,,1.0,,,,,142.0,3.0,0.0,,0.0,Waals-Brabant,Nethen
370000.0,1180,APARTMENT,APARTMENT,AS_NEW,1.0,81.0,True,,,1.0,,,,,,,0.0,0.0,0.0,Brussel,Ukkel
,8790,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,West-Vlaanderen,Waregem
139000.0,7100,APARTMENT,APARTMENT,,2.0,90.0,False,0.0,,,,,,,,2.0,,,1.0,Henegouwen,Trivières
360000.0,2940,HOUSE,HOUSE,TO_BE_DONE_UP,5.0,178.0,False,,,,,1.0,620.0,620.0,620.0,,,,,Antwerpen,Stabroek
429638.0,1731,APARTMENT,TRIPLEX,AS_NEW,4.0,135.0,True,0.0,,1.0,22.0,,,,,,,,,Vlaams-Brabant,Zellik
598000.0,1932,HOUSE,TOWN_HOUSE,AS_NEW,4.0,170.0,True,,,1.0,,,,,260.0,3.0,,,,Vlaams-Brabant,Sint-Stevens-Woluwe
230000.0,1090,APARTMENT,APARTMENT,GOOD,2.0,75.0,False,0.0,,1.0,2.0,,,,,2.0,0.0,1.0,1.0,Brussel,Jette
631594.0,9831,HOUSE,HOUSE,,4.0,225.0,False,,,,,,,,624.0,2.0,,,,Oost-Vlaanderen,Deurle
290000.0,1080,APARTMENT,APARTMENT,TO_BE_DONE_UP,3.0,,False,,,1.0,60.0,,,,,2.0,,,1.0,Brussel,Sint-jans-molenbeek
740000.0,1080,HOUSE,APARTMENT_BLOCK,TO_BE_DONE_UP,5.0,300.0,False,0.0,,,,,,,210.0,,0.0,0.0,,Brussel,Sint-jans-molenbeek
395000.0,1000,APARTMENT,APARTMENT,AS_NEW,2.0,95.0,False,,,1.0,12.0,,,,,2.0,0.0,1.0,1.0,Brussel,Brussel
259000.0,8670,APARTMENT,SERVICE_FLAT,GOOD,1.0,61.0,False,0.0,,1.0,,,,,,,,,1.0,West-Vlaanderen,Wulpen
310000.0,2000,APARTMENT,APARTMENT,AS_NEW,1.0,65.0,False,,,,,,,,,,,,1.0,Antwerpen,Antwerpen
,3582,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,Limburg,Koersel
199500.0,4570,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,240.0,False,0.0,,1.0,,1.0,500.0,500.0,650.0,4.0,0.0,0.0,0.0,Luik,Vyle-Et-Tharoul
265000.0,8530,HOUSE,HOUSE,,2.0,138.0,False,,,1.0,12.0,,,,85.0,2.0,,,,West-Vlaanderen,Harelbeke
,8310,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,,West-Vlaanderen,Sint-Kruis
402000.0,1400,HOUSE,HOUSE,GOOD,3.0,164.0,True,0.0,,1.0,,1.0,362.0,362.0,362.0,2.0,0.0,0.0,0.0,Waals-Brabant,Nivelles
300000.0,1160,APARTMENT,APARTMENT,GOOD,2.0,107.0,False,,,1.0,11.0,,,,,,,1.0,1.0,Brussel,Oudergem
230000.0,8501,HOUSE,HOUSE,TO_RENOVATE,4.0,248.0,False,,,,,,,,0.0,3.0,,,,West-Vlaanderen,Heule
115000.0,1060,APARTMENT,FLAT_STUDIO,AS_NEW,1.0,23.0,False,0.0,,,,,,,,1.0,0.0,0.0,1.0,Brussel,Sint-gillis
910000.0,9880,HOUSE,HOUSE,AS_NEW,5.0,541.0,True,0.0,,1.0,,,,,789.0,3.0,0.0,0.0,0.0,Oost-Vlaanderen,Poeke
474000.0,8900,HOUSE,HOUSE,AS_NEW,3.0,154.0,False,,,1.0,25.0,1.0,18.0,18.0,93.0,2.0,,0.0,0.0,West-Vlaanderen,Sint-Jan
229000.0,6140,APARTMENT,LOFT,AS_NEW,1.0,145.0,False,0.0,,1.0,10.0,,,,,,0.0,0.0,0.0,Henegouwen,Fontaine-l'evêque
185000.0,8400,APARTMENT,APARTMENT,GOOD,2.0,67.0,False,,,1.0,5.0,,,,,,,,1.0,West-Vlaanderen,Zandvoorde
240000.0,8434,HOUSE,HOUSE,,6.0,213.0,False,,,,,,,,401.0,4.0,,,,West-Vlaanderen,Westende
335000.0,9111,HOUSE,HOUSE,TO_RENOVATE,4.0,180.0,False,0.0,,,,,,,325.0,,,,,Oost-Vlaanderen,Belsele
,8792,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,,West-Vlaanderen,Desselgem
295000.0,6200,HOUSE,MIXED_USE_BUILDING,GOOD,2.0,,False,0.0,,1.0,,,,,0.0,2.0,,0.0,0.0,Henegouwen,Châtelineau
