Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift,Municipality,Province,Region
449000,2000,HOUSE,HOUSE,AS_NEW,2,156.0,0,1.0,0.0,43.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
379380,8790,HOUSE,HOUSE,GOOD,3,135.0,0,0.0,0.0,372.0,3.0,0.0,0.0,Waregem,Other,Other
358733,3800,HOUSE,HOUSE,GOOD,3,172.0,0,1.0,0.0,150.0,3.0,0.0,0.0,Sint-Truiden,Limburg,Wallonia
535000,2018,APARTMENT,APARTMENT,AS_NEW,2,160.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
89000,4102,HOUSE,HOUSE,GOOD,1,55.0,0,1.0,0.0,45.0,2.0,0.0,0.0,Seraing,Liège,Wallonia
265000,8310,HOUSE,HOUSE,GOOD,2,110.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Brugge,Other,Other
188000,9190,HOUSE,HOUSE,TO_RENOVATE,3,107.0,0,0.0,0.0,284.0,2.0,0.0,0.0,Stekene,East Flanders,Flanders
510000,1200,APARTMENT,APARTMENT,AS_NEW,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital,Bruxelles-Capital
295000,8670,APARTMENT,APARTMENT,GOOD,2,86.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Koksijde,Other,Other
139000,8400,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,95.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Oostende,Other,Other
745000,8301,APARTMENT,APARTMENT,AS_NEW,3,169.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other,Other
450000,1000,HOUSE,MIXED_USE_BUILDING,AS_NEW,3,134.0,0,0.0,0.0,43.0,2.0,0.0,0.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
159000,9451,HOUSE,HOUSE,TO_RENOVATE,4,170.0,0,1.0,0.0,126.0,3.0,0.0,0.0,Haaltert,East Flanders,Flanders
155000,1070,APARTMENT,APARTMENT,GOOD,1,62.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital,Bruxelles-Capital
350000,1210,APARTMENT,GROUND_FLOOR,GOOD,3,139.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
170000,2300,APARTMENT,APARTMENT,GOOD,2,101.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Turnhout,Antwerp,Flanders
349000,2610,APARTMENT,APARTMENT,GOOD,3,130.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Antwerpen,Antwerp,Flanders
449000,2000,APARTMENT,APARTMENT,GOOD,3,157.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
289726,2580,APARTMENT,APARTMENT,GOOD,1,82.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Putte,Antwerp,Flanders
649000,8670,HOUSE,HOUSE,GOOD,4,166.0,0,0.0,0.0,400.0,3.0,0.0,0.0,Koksijde,Other,Other
539000,9000,APARTMENT,APARTMENT,AS_NEW,3,126.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
482000,1315,HOUSE,TOWN_HOUSE,GOOD,3,228.0,1,0.0,0.0,405.0,2.0,0.0,0.0,Incourt,Walloon Brabant,Wallonia
297000,4000,APARTMENT,APARTMENT,TO_RENOVATE,4,184.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Liège,Liège,Wallonia
339000,2160,HOUSE,HOUSE,TO_BE_DONE_UP,2,152.0,0,1.0,0.0,291.0,3.0,0.0,0.0,Wommelgem,Antwerp,Flanders
269000,8511,HOUSE,BUNGALOW,GOOD,3,100.0,0,0.0,0.0,391.0,2.0,0.0,0.0,Kortrijk,Other,Other
425000,8510,HOUSE,HOUSE,GOOD,3,292.0,0,1.0,0.0,687.0,3.0,1.0,0.0,Kortrijk,Other,Other
349000,8400,APARTMENT,APARTMENT,AS_NEW,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other,Other
229000,9600,HOUSE,HOUSE,AS_NEW,4,136.0,1,1.0,1.0,307.0,3.0,0.0,0.0,Renaix,East Flanders,Flanders
399000,1760,APARTMENT,APARTMENT,JUST_RENOVATED,3,141.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Roosdaal,Flemish Brabant,Flanders
349000,1470,HOUSE,HOUSE,TO_BE_DONE_UP,4,242.0,0,1.0,0.0,370.0,3.0,0.0,0.0,Genappe,Walloon Brabant,Wallonia
179000,4500,HOUSE,HOUSE,GOOD,3,99.0,0,1.0,0.0,250.0,3.0,0.0,0.0,Huy,Liège,Wallonia
270000,8400,APARTMENT,APARTMENT,TO_RENOVATE,2,84.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other,Other
645000,1000,APARTMENT,PENTHOUSE,JUST_RENOVATED,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
445000,2018,APARTMENT,DUPLEX,GOOD,3,269.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
425000,1050,APARTMENT,DUPLEX,GOOD,2,71.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Ixelles,Brussels Capital,Bruxelles-Capital
349000,2800,HOUSE,HOUSE,TO_RENOVATE,4,128.0,0,1.0,1.0,324.0,2.0,0.0,0.0,Mechelen,Antwerp,Flanders
349000,9300,HOUSE,HOUSE,GOOD,2,108.0,0,1.0,1.0,0.0,3.0,0.0,0.0,Aalst,East Flanders,Flanders
315000,9690,HOUSE,HOUSE,GOOD,3,184.0,0,1.0,1.0,745.0,3.0,0.0,0.0,Kluisbergen,East Flanders,Flanders
375000,4000,HOUSE,VILLA,GOOD,3,143.0,0,0.0,1.0,721.0,4.0,0.0,0.0,Liège,Liège,Wallonia
199000,9320,HOUSE,HOUSE,GOOD,2,91.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Aalst,East Flanders,Flanders
469000,1180,APARTMENT,DUPLEX,JUST_RENOVATED,1,85.0,1,0.0,0.0,0.0,2.0,0.0,0.0,Uccle,Brussels Capital,Bruxelles-Capital
365000,9820,APARTMENT,APARTMENT,AS_NEW,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Merelbeke,East Flanders,Flanders
224000,2870,APARTMENT,APARTMENT,GOOD,2,112.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Puurs-Sint-Amands,Antwerp,Flanders
239000,7712,HOUSE,HOUSE,JUST_RENOVATED,3,118.0,0,0.0,0.0,358.0,3.0,0.0,0.0,Mouscron,Hainaut,Wallonia
275000,1050,APARTMENT,FLAT_STUDIO,AS_NEW,1,45.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Ixelles,Brussels Capital,Bruxelles-Capital
230000,1070,APARTMENT,APARTMENT,GOOD,3,87.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital,Bruxelles-Capital
320000,1650,HOUSE,HOUSE,TO_BE_DONE_UP,3,106.0,0,1.0,0.0,482.0,3.0,0.0,0.0,Beersel,Flemish Brabant,Flanders
474650,1950,APARTMENT,SERVICE_FLAT,AS_NEW,1,96.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Kraainem,Flemish Brabant,Flanders
224750,9961,APARTMENT,APARTMENT,GOOD,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Assenede,East Flanders,Flanders
349000,8900,APARTMENT,APARTMENT,AS_NEW,3,126.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Ieper,Other,Other
287500,1420,HOUSE,HOUSE,GOOD,3,147.0,0,0.0,0.0,256.0,2.0,0.0,0.0,Braine-l'Alleud,Walloon Brabant,Wallonia
150000,7608,HOUSE,HOUSE,TO_RENOVATE,2,130.0,0,0.0,0.0,455.0,3.0,0.0,0.0,Péruwelz,Hainaut,Wallonia
440000,8301,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other,Other
295000,8810,APARTMENT,APARTMENT,GOOD,2,99.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Lichtervelde,Other,Other
522500,1200,APARTMENT,APARTMENT,AS_NEW,2,100.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital,Bruxelles-Capital
229000,1420,APARTMENT,APARTMENT,GOOD,1,60.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Braine-l'Alleud,Walloon Brabant,Wallonia
399000,9041,HOUSE,HOUSE,AS_NEW,3,200.0,0,1.0,0.0,483.0,4.0,0.0,0.0,Gent,East Flanders,Flanders
165000,4610,HOUSE,HOUSE,AS_NEW,2,91.0,0,0.0,1.0,0.0,2.0,0.0,0.0,Beyne-Heusay,Liège,Wallonia
299000,9300,APARTMENT,APARTMENT,GOOD,2,116.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Aalst,East Flanders,Flanders
665000,1180,HOUSE,HOUSE,GOOD,4,216.0,0,1.0,1.0,268.0,2.0,0.0,0.0,Uccle,Brussels Capital,Bruxelles-Capital
245000,5300,APARTMENT,APARTMENT,GOOD,2,88.0,0,0.0,0.0,0.0,4.0,0.0,1.0,Andenne,Namur,Wallonia
315000,8870,HOUSE,HOUSE,GOOD,3,189.0,0,1.0,0.0,112.0,3.0,0.0,0.0,Izegem,Other,Other
249000,2800,APARTMENT,APARTMENT,GOOD,2,98.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Mechelen,Antwerp,Flanders
256000,9450,APARTMENT,APARTMENT,GOOD,2,81.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Haaltert,East Flanders,Flanders
174000,2100,APARTMENT,APARTMENT,GOOD,2,73.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Antwerpen,Antwerp,Flanders
355000,9051,APARTMENT,APARTMENT,GOOD,3,101.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
438000,3680,HOUSE,HOUSE,GOOD,3,156.0,0,0.0,0.0,461.0,3.0,0.0,0.0,Maaseik,Limburg,Wallonia
300000,1080,APARTMENT,APARTMENT,GOOD,2,85.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Molenbeek-Saint-Jean,Brussels Capital,Bruxelles-Capital
195000,2170,APARTMENT,APARTMENT,GOOD,2,84.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
498000,9040,HOUSE,HOUSE,GOOD,3,204.0,0,1.0,1.0,134.0,3.0,0.0,0.0,Gent,East Flanders,Flanders
215000,1070,APARTMENT,APARTMENT,GOOD,3,115.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital,Bruxelles-Capital
635000,3010,HOUSE,HOUSE,AS_NEW,3,175.0,0,1.0,0.0,273.0,2.0,0.0,0.0,Leuven,Flemish Brabant,Flanders
739000,8300,APARTMENT,APARTMENT,AS_NEW,3,92.0,1,1.0,0.0,0.0,3.0,0.0,1.0,Knokke-Heist,Other,Other
415000,9940,HOUSE,HOUSE,GOOD,4,150.0,0,1.0,0.0,510.0,3.0,0.0,0.0,Evergem,East Flanders,Flanders
445000,8000,HOUSE,HOUSE,GOOD,3,160.0,1,1.0,0.0,90.0,2.0,0.0,0.0,Brugge,Other,Other
295000,2530,HOUSE,HOUSE,GOOD,3,236.0,0,0.0,0.0,199.0,3.0,0.0,0.0,Boechout,Antwerp,Flanders
385000,1082,HOUSE,OTHER_PROPERTY,GOOD,2,165.0,0,1.0,1.0,165.0,3.5,0.0,0.0,Berchem-Sainte-Agathe,Brussels Capital,Bruxelles-Capital
249000,1140,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Evere,Brussels Capital,Bruxelles-Capital
329000,2240,APARTMENT,APARTMENT,GOOD,2,91.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Zandhoven,Antwerp,Flanders
375000,2640,HOUSE,HOUSE,GOOD,2,154.0,0,1.0,0.0,212.0,2.0,0.0,0.0,Mortsel,Antwerp,Flanders
275000,1030,APARTMENT,APARTMENT,GOOD,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Schaerbeek,Brussels Capital,Bruxelles-Capital
230000,2440,HOUSE,HOUSE,TO_BE_DONE_UP,3,155.0,0,1.0,0.0,244.0,3.0,0.0,0.0,Geel,Antwerp,Flanders
215000,8400,APARTMENT,APARTMENT,GOOD,2,62.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other,Other
365000,8430,APARTMENT,APARTMENT,GOOD,1,58.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,Other,Other
235000,8434,APARTMENT,APARTMENT,AS_NEW,2,76.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Middelkerke,Other,Other
675000,9000,APARTMENT,APARTMENT,GOOD,3,163.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
329000,2890,APARTMENT,APARTMENT,GOOD,3,94.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Puurs-Sint-Amands,Antwerp,Flanders
499000,5000,APARTMENT,APARTMENT,AS_NEW,2,111.0,1,1.0,0.0,0.0,3.0,0.0,1.0,Namur,Namur,Wallonia
445000,2580,HOUSE,HOUSE,GOOD,2,265.0,0,1.0,0.0,727.0,3.0,0.0,0.0,Putte,Antwerp,Flanders
379000,8800,HOUSE,HOUSE,GOOD,4,154.0,0,1.0,0.0,265.0,3.0,0.0,0.0,Roeselare,Other,Other
790000,1050,APARTMENT,APARTMENT,AS_NEW,3,193.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ixelles,Brussels Capital,Bruxelles-Capital
365000,2360,HOUSE,HOUSE,GOOD,4,264.0,0,1.0,0.0,360.0,2.0,0.0,0.0,Oud-Turnhout,Antwerp,Flanders
395220,3730,HOUSE,HOUSE,GOOD,3,140.0,0,0.0,0.0,377.0,4.0,0.0,0.0,Hoeselt,Limburg,Wallonia
415000,9900,APARTMENT,DUPLEX,GOOD,4,250.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Eeklo,East Flanders,Flanders
250000,1000,HOUSE,APARTMENT_BLOCK,TO_RESTORE,4,90.0,0,0.0,0.0,17.0,2.0,0.0,0.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
420000,1200,APARTMENT,APARTMENT,GOOD,3,110.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital,Bruxelles-Capital
295000,2820,HOUSE,HOUSE,GOOD,3,127.0,0,1.0,0.0,294.0,3.0,0.0,0.0,Bonheiden,Antwerp,Flanders
295000,1180,APARTMENT,APARTMENT,GOOD,2,80.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Uccle,Brussels Capital,Bruxelles-Capital
129000,4020,HOUSE,HOUSE,TO_RENOVATE,2,137.0,0,1.0,0.0,100.0,3.0,0.0,0.0,Liège,Liège,Wallonia
279000,8370,APARTMENT,APARTMENT,GOOD,2,80.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Blankenberge,Other,Other
375000,1400,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,3,189.0,0,0.0,0.0,85.0,2.0,0.0,0.0,Nivelles,Walloon Brabant,Wallonia
299000,9000,APARTMENT,APARTMENT,TO_RENOVATE,3,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
299000,2400,HOUSE,HOUSE,GOOD,3,146.0,0,0.0,0.0,305.0,3.0,0.0,0.0,Dessel,Antwerp,Flanders
465000,1000,APARTMENT,APARTMENT,AS_NEW,2,98.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
399000,1083,APARTMENT,APARTMENT,AS_NEW,3,104.0,1,1.0,1.0,0.0,3.0,0.0,1.0,Ganshoren,Brussels Capital,Bruxelles-Capital
599000,1190,APARTMENT,DUPLEX,AS_NEW,2,166.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Forest,Brussels Capital,Bruxelles-Capital
450000,1000,APARTMENT,APARTMENT,GOOD,3,147.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
260000,1200,APARTMENT,APARTMENT,GOOD,1,62.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital,Bruxelles-Capital
165000,2020,APARTMENT,APARTMENT,GOOD,2,80.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
725000,8300,APARTMENT,DUPLEX,GOOD,2,77.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Knokke-Heist,Other,Other
497000,1200,APARTMENT,APARTMENT,AS_NEW,3,109.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital,Bruxelles-Capital
365000,8790,HOUSE,HOUSE,GOOD,4,210.0,1,1.0,0.0,602.0,2.0,0.0,0.0,Waregem,Other,Other
199000,1731,APARTMENT,APARTMENT,TO_RENOVATE,1,76.0,0,1.0,1.0,0.0,2.0,0.0,0.0,Asse,Flemish Brabant,Flanders
365000,2200,HOUSE,HOUSE,GOOD,3,267.0,0,0.0,0.0,0.0,4.0,0.0,0.0,Herentals,Antwerp,Flanders
319000,1800,HOUSE,MIXED_USE_BUILDING,TO_RENOVATE,4,230.0,0,0.0,1.0,228.0,2.0,0.0,0.0,Vilvoorde,Flemish Brabant,Flanders
399000,3740,APARTMENT,APARTMENT,GOOD,2,106.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Bilzen,Limburg,Wallonia
445000,8420,HOUSE,HOUSE,GOOD,3,186.0,1,0.0,0.0,332.0,3.0,0.0,0.0,De Haan,Other,Other
650000,1150,HOUSE,HOUSE,GOOD,3,142.0,1,1.0,1.0,160.0,2.0,0.0,0.0,Woluwe-Saint-Pierre,Brussels Capital,Bruxelles-Capital
435000,9000,APARTMENT,APARTMENT,GOOD,1,67.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
159000,8930,HOUSE,HOUSE,GOOD,3,164.0,0,1.0,1.0,189.0,2.0,0.0,0.0,Menen,Other,Other
635000,2000,HOUSE,HOUSE,TO_RENOVATE,4,266.0,1,0.0,1.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
425000,1190,APARTMENT,APARTMENT,JUST_RENOVATED,2,80.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Forest,Brussels Capital,Bruxelles-Capital
648000,2060,APARTMENT,APARTMENT,GOOD,2,200.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
435000,9070,APARTMENT,APARTMENT,GOOD,3,168.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Destelbergen,East Flanders,Flanders
350000,1700,HOUSE,HOUSE,GOOD,4,187.0,0,1.0,1.0,578.0,4.0,0.0,0.0,Dilbeek,Flemish Brabant,Flanders
175000,2170,APARTMENT,APARTMENT,GOOD,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
299000,8800,HOUSE,HOUSE,GOOD,3,156.0,0,0.0,1.0,214.0,3.0,0.0,0.0,Roeselare,Other,Other
99000,4420,HOUSE,HOUSE,GOOD,2,106.0,0,0.0,0.0,265.0,3.0,0.0,0.0,Saint-Nicolas,Liège,Wallonia
314000,8020,HOUSE,HOUSE,GOOD,4,156.0,0,1.0,0.0,731.0,4.0,0.0,0.0,Oostkamp,Other,Other
770000,1180,APARTMENT,TRIPLEX,AS_NEW,3,220.0,0,1.0,0.0,0.0,4.0,0.0,0.0,Uccle,Brussels Capital,Bruxelles-Capital
159000,1083,APARTMENT,APARTMENT,TO_RENOVATE,1,55.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Ganshoren,Brussels Capital,Bruxelles-Capital
375000,1180,APARTMENT,APARTMENT,AS_NEW,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Uccle,Brussels Capital,Bruxelles-Capital
765000,8300,APARTMENT,APARTMENT,AS_NEW,2,83.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other,Other
445000,1180,APARTMENT,APARTMENT,TO_RENOVATE,2,120.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Uccle,Brussels Capital,Bruxelles-Capital
375000,3770,HOUSE,HOUSE,GOOD,3,162.0,0,1.0,0.0,191.0,3.0,0.0,0.0,Riemst,Limburg,Wallonia
439000,1640,HOUSE,BUNGALOW,TO_BE_DONE_UP,3,106.0,0,1.0,1.0,647.0,4.0,0.0,0.0,Rhode-Saint-Genèse,Flemish Brabant,Flanders
199000,8200,APARTMENT,APARTMENT,JUST_RENOVATED,2,90.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Brugge,Other,Other
192500,5580,HOUSE,HOUSE,TO_BE_DONE_UP,3,173.0,0,0.0,1.0,120.0,2.0,0.0,0.0,Rochefort,Namur,Wallonia
229000,8660,APARTMENT,APARTMENT,GOOD,1,66.0,0,1.0,0.0,0.0,2.0,0.0,1.0,De Panne,Other,Other
189000,4040,APARTMENT,APARTMENT,GOOD,4,156.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Herstal,Liège,Wallonia
290000,9000,APARTMENT,APARTMENT,GOOD,2,78.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
229000,9040,APARTMENT,APARTMENT,TO_RENOVATE,2,103.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Gent,East Flanders,Flanders
129000,8430,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,47.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,Other,Other
180000,1080,APARTMENT,APARTMENT,GOOD,1,68.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Molenbeek-Saint-Jean,Brussels Capital,Bruxelles-Capital
160000,7070,APARTMENT,APARTMENT,GOOD,1,68.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Le Rœulx,Hainaut,Wallonia
499000,2660,HOUSE,HOUSE,GOOD,4,201.0,0,1.0,1.0,250.0,3.0,0.0,0.0,Antwerpen,Antwerp,Flanders
350000,7330,HOUSE,HOUSE,AS_NEW,3,184.0,1,1.0,0.0,400.0,3.0,0.0,0.0,Saint-Ghislain,Hainaut,Wallonia
149000,8470,HOUSE,HOUSE,TO_RENOVATE,2,73.0,0,0.0,1.0,296.0,4.0,0.0,0.0,Gistel,Other,Other
795000,1500,HOUSE,VILLA,AS_NEW,3,286.0,1,1.0,0.0,500.0,4.0,0.0,0.0,Halle,Flemish Brabant,Flanders
410000,1000,APARTMENT,APARTMENT,GOOD,3,125.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
235000,1070,APARTMENT,APARTMENT,AS_NEW,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital,Bruxelles-Capital
240000,6790,APARTMENT,APARTMENT,AS_NEW,2,90.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Aubange,Luxembourg,Wallonia
724500,9900,APARTMENT,PENTHOUSE,AS_NEW,3,185.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Eeklo,East Flanders,Flanders
365000,2830,HOUSE,HOUSE,GOOD,3,155.0,0,1.0,0.0,330.0,3.0,0.0,0.0,Willebroek,Antwerp,Flanders
235000,2060,APARTMENT,APARTMENT,GOOD,2,56.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
590000,3000,HOUSE,HOUSE,JUST_RENOVATED,3,241.0,0,1.0,1.0,255.0,3.0,0.0,0.0,Leuven,Flemish Brabant,Flanders
157000,4800,HOUSE,MIXED_USE_BUILDING,TO_BE_DONE_UP,3,114.0,0,0.0,1.0,304.0,2.0,0.0,0.0,Verviers,Liège,Wallonia
149000,4040,HOUSE,HOUSE,TO_BE_DONE_UP,3,140.0,0,0.0,1.0,165.0,3.0,0.0,0.0,Herstal,Liège,Wallonia
349000,2243,HOUSE,HOUSE,TO_RENOVATE,3,180.0,0,1.0,0.0,474.0,4.0,0.0,0.0,Zandhoven,Antwerp,Flanders
190000,4020,APARTMENT,APARTMENT,GOOD,1,65.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège,Wallonia
345000,9050,HOUSE,HOUSE,JUST_RENOVATED,2,114.0,0,1.0,0.0,66.0,3.0,0.0,0.0,Gent,East Flanders,Flanders
555000,1160,APARTMENT,APARTMENT,AS_NEW,2,91.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Auderghem,Brussels Capital,Bruxelles-Capital
249000,3870,APARTMENT,GROUND_FLOOR,JUST_RENOVATED,3,133.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Heers,Limburg,Wallonia
219900,4100,APARTMENT,APARTMENT,AS_NEW,2,141.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Seraing,Liège,Wallonia
450000,8020,HOUSE,HOUSE,GOOD,3,180.0,0,0.0,0.0,407.0,3.0,0.0,0.0,Oostkamp,Other,Other
99000,1060,APARTMENT,DUPLEX,GOOD,1,60.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Saint-Gilles,Brussels Capital,Bruxelles-Capital
159000,8800,APARTMENT,APARTMENT,GOOD,2,92.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Roeselare,Other,Other
275000,1080,APARTMENT,APARTMENT,AS_NEW,2,110.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Molenbeek-Saint-Jean,Brussels Capital,Bruxelles-Capital
355000,5640,HOUSE,HOUSE,AS_NEW,3,147.0,0,1.0,0.0,352.0,3.0,0.0,0.0,Mettet,Namur,Wallonia
274000,2960,APARTMENT,APARTMENT,AS_NEW,3,114.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Brecht,Antwerp,Flanders
349000,9320,HOUSE,HOUSE,GOOD,3,173.0,0,0.0,1.0,437.0,3.0,0.0,0.0,Aalst,East Flanders,Flanders
159900,2600,APARTMENT,APARTMENT,GOOD,2,77.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
410000,1000,APARTMENT,APARTMENT,GOOD,3,128.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
209000,8900,APARTMENT,APARTMENT,JUST_RENOVATED,3,105.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ieper,Other,Other
319500,1060,APARTMENT,GROUND_FLOOR,GOOD,2,77.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Gilles,Brussels Capital,Bruxelles-Capital
648000,2900,HOUSE,HOUSE,GOOD,3,234.0,1,1.0,1.0,596.0,4.0,0.0,0.0,Schoten,Antwerp,Flanders
259000,8370,APARTMENT,APARTMENT,GOOD,2,78.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Blankenberge,Other,Other
395000,1083,HOUSE,HOUSE,TO_RENOVATE,3,160.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Ganshoren,Brussels Capital,Bruxelles-Capital
260000,8930,HOUSE,MIXED_USE_BUILDING,GOOD,3,257.0,0,1.0,1.0,597.0,2.0,0.0,0.0,Menen,Other,Other
