Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift,Municipality,Province,Region
420000,1000,APARTMENT,APARTMENT,AS_NEW,2,104.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
459000,1070,HOUSE,TOWN_HOUSE,JUST_RENOVATED,3,178.0,0,1.0,1.0,97.0,2.0,0.0,0.0,Anderlecht,Brussels Capital,Bruxelles-Capital
325000,1050,APARTMENT,APARTMENT,GOOD,2,80.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ixelles,Brussels Capital,Bruxelles-Capital
139000,9170,HOUSE,HOUSE,GOOD,2,114.0,0,1.0,0.0,729.0,4.0,0.0,0.0,Sint-Gillis-Waas,East Flanders,Flanders
220000,8620,APARTMENT,APARTMENT,TO_RENOVATE,1,42.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Nieuwpoort,Other,Other
523500,1160,APARTMENT,APARTMENT,GOOD,2,105.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Auderghem,Brussels Capital,Bruxelles-Capital
475000,8434,APARTMENT,APARTMENT,JUST_RENOVATED,2,102.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,Other,Other
369000,9000,APARTMENT,APARTMENT,GOOD,2,93.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
209000,8020,HOUSE,HOUSE,TO_RENOVATE,3,129.0,0,0.0,0.0,715.0,3.0,0.0,0.0,Oostkamp,Other,Other
539000,8300,APARTMENT,APARTMENT,GOOD,2,66.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other,Other
279000,2930,APARTMENT,APARTMENT,JUST_RENOVATED,2,91.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Brasschaat,Antwerp,Flanders
229000,1083,APARTMENT,APARTMENT,TO_RENOVATE,2,70.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ganshoren,Brussels Capital,Bruxelles-Capital
249000,9860,HOUSE,HOUSE,GOOD,2,105.0,0,1.0,0.0,410.0,3.0,0.0,0.0,Oosterzele,East Flanders,Flanders
489000,9041,HOUSE,HOUSE,AS_NEW,2,117.0,0,1.0,0.0,751.0,4.0,0.0,0.0,Gent,East Flanders,Flanders
320000,8670,APARTMENT,APARTMENT,AS_NEW,2,91.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Koksijde,Other,Other
645000,1160,APARTMENT,APARTMENT,AS_NEW,3,92.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Auderghem,Brussels Capital,Bruxelles-Capital
185000,4400,HOUSE,HOUSE,GOOD,2,125.0,0,1.0,1.0,200.0,2.0,0.0,0.0,Flémalle,Liège,Wallonia
412000,1348,APARTMENT,APARTMENT,AS_NEW,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Mont-Saint-Guibert,Walloon Brabant,Wallonia
460000,8300,HOUSE,HOUSE,TO_RENOVATE,2,69.0,0,0.0,0.0,90.0,4.0,0.0,0.0,Knokke-Heist,Other,Other
395500,2470,APARTMENT,APARTMENT,AS_NEW,2,108.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Retie,Antwerp,Flanders
352500,8820,HOUSE,HOUSE,AS_NEW,3,137.0,1,1.0,1.0,490.0,3.0,0.0,0.0,Torhout,Other,Other
325000,9111,HOUSE,HOUSE,GOOD,3,171.0,1,1.0,0.0,483.0,3.0,0.0,0.0,Sint-Niklaas,East Flanders,Flanders
290000,1140,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Evere,Brussels Capital,Bruxelles-Capital
225000,1210,APARTMENT,APARTMENT,JUST_RENOVATED,1,74.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
149000,1210,APARTMENT,APARTMENT,TO_RENOVATE,1,48.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
310000,1140,APARTMENT,APARTMENT,TO_RENOVATE,3,116.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Evere,Brussels Capital,Bruxelles-Capital
438000,2610,HOUSE,HOUSE,GOOD,4,184.0,0,0.0,1.0,192.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
80000,7971,HOUSE,HOUSE,TO_RENOVATE,2,100.0,0,0.0,0.0,250.0,2.0,0.0,0.0,Belœil,Hainaut,Wallonia
199000,8850,HOUSE,HOUSE,TO_RENOVATE,3,133.0,0,1.0,0.0,693.0,3.0,0.0,0.0,Ardooie,Other,Other
411300,8530,HOUSE,HOUSE,GOOD,4,185.0,0,0.0,0.0,271.0,2.0,0.0,0.0,Harelbeke,Other,Other
325000,9000,APARTMENT,APARTMENT,GOOD,2,93.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
300000,1020,APARTMENT,PENTHOUSE,AS_NEW,2,130.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Bruxelles,Brussels Capital,Bruxelles-Capital
299000,4800,HOUSE,HOUSE,GOOD,4,180.0,1,1.0,1.0,260.0,2.0,0.0,0.0,Verviers,Liège,Wallonia
339000,1700,HOUSE,HOUSE,TO_RENOVATE,3,127.0,0,0.0,0.0,187.0,3.0,0.0,0.0,Dilbeek,Flemish Brabant,Flanders
299000,9300,APARTMENT,APARTMENT,GOOD,2,95.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Aalst,East Flanders,Flanders
311674,8800,APARTMENT,APARTMENT,GOOD,2,89.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Roeselare,Other,Other
219000,4100,APARTMENT,APARTMENT,GOOD,2,80.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Seraing,Liège,Wallonia
125000,2620,HOUSE,HOUSE,TO_BE_DONE_UP,2,98.0,0,1.0,0.0,261.0,4.0,0.0,0.0,Hemiksem,Antwerp,Flanders
395000,1083,HOUSE,HOUSE,GOOD,2,136.0,0,0.0,1.0,131.0,3.0,0.0,0.0,Ganshoren,Brussels Capital,Bruxelles-Capital
310000,9000,HOUSE,HOUSE,TO_RENOVATE,3,121.0,0,1.0,0.0,100.0,2.0,0.0,0.0,Gent,East Flanders,Flanders
325000,1150,APARTMENT,APARTMENT,AS_NEW,2,100.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Pierre,Brussels Capital,Bruxelles-Capital
199000,9800,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,88.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Deinze,East Flanders,Flanders
215000,8880,APARTMENT,APARTMENT,GOOD,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ledegem,Other,Other
257000,2430,APARTMENT,GROUND_FLOOR,GOOD,2,91.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Laakdal,Antwerp,Flanders
329000,8501,HOUSE,HOUSE,GOOD,3,117.0,0,1.0,0.0,406.0,3.0,0.0,0.0,Kortrijk,Other,Other
349000,1300,APARTMENT,DUPLEX,AS_NEW,2,100.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Wavre,Walloon Brabant,Wallonia
295000,2500,HOUSE,HOUSE,GOOD,3,106.0,0,1.0,0.0,205.0,2.0,0.0,0.0,Lier,Antwerp,Flanders
180000,5101,HOUSE,HOUSE,GOOD,2,85.0,0,0.0,0.0,148.0,3.0,0.0,0.0,Namur,Namur,Wallonia
189000,9900,HOUSE,HOUSE,TO_BE_DONE_UP,3,130.0,0,0.0,0.0,100.0,3.0,0.0,0.0,Eeklo,East Flanders,Flanders
210000,2610,APARTMENT,APARTMENT,GOOD,2,89.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
365000,4910,HOUSE,HOUSE,GOOD,4,115.0,0,1.0,1.0,340.0,3.0,0.0,0.0,Theux,Liège,Wallonia
360000,4040,HOUSE,HOUSE,AS_NEW,3,150.0,1,1.0,0.0,377.0,3.0,0.0,0.0,Herstal,Liège,Wallonia
321000,9120,HOUSE,HOUSE,TO_BE_DONE_UP,4,196.0,0,0.0,0.0,219.0,2.0,0.0,0.0,Beveren,East Flanders,Flanders
155000,5500,HOUSE,HOUSE,TO_RENOVATE,3,203.0,0,0.0,0.0,530.0,3.0,0.0,0.0,Dinant,Namur,Wallonia
465000,9170,HOUSE,HOUSE,GOOD,4,175.0,0,0.0,0.0,345.0,3.0,0.0,0.0,Sint-Gillis-Waas,East Flanders,Flanders
214900,1080,APARTMENT,APARTMENT,GOOD,2,80.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Molenbeek-Saint-Jean,Brussels Capital,Bruxelles-Capital
420000,2600,APARTMENT,DUPLEX,AS_NEW,4,180.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
335000,9032,HOUSE,HOUSE,TO_RENOVATE,3,168.0,0,1.0,0.0,243.0,3.0,0.0,0.0,Gent,East Flanders,Flanders
219000,2020,APARTMENT,GROUND_FLOOR,TO_RENOVATE,2,87.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
325000,6762,HOUSE,MIXED_USE_BUILDING,GOOD,4,207.0,0,0.0,0.0,130.0,2.0,0.0,0.0,Virton,Luxembourg,Wallonia
229000,1600,APARTMENT,APARTMENT,JUST_RENOVATED,1,52.0,1,0.0,0.0,0.0,2.0,0.0,0.0,Sint-Pieters-Leeuw,Flemish Brabant,Flanders
285000,9800,APARTMENT,APARTMENT,GOOD,1,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Deinze,East Flanders,Flanders
289000,8620,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,65.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Nieuwpoort,Other,Other
229000,4340,APARTMENT,APARTMENT,AS_NEW,1,60.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Awans,Liège,Wallonia
180000,4000,APARTMENT,APARTMENT,GOOD,2,92.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège,Wallonia
295000,2450,APARTMENT,GROUND_FLOOR,GOOD,2,131.0,1,1.0,0.0,0.0,3.0,0.0,1.0,Meerhout,Antwerp,Flanders
385000,4042,HOUSE,HOUSE,AS_NEW,4,152.0,0,1.0,1.0,248.0,2.0,0.0,0.0,Herstal,Liège,Wallonia
172500,8780,APARTMENT,APARTMENT,GOOD,3,114.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Oostrozebeke,Other,Other
299000,8800,HOUSE,HOUSE,AS_NEW,4,140.0,0,0.0,0.0,243.0,4.0,0.0,0.0,Roeselare,Other,Other
259000,4540,HOUSE,HOUSE,GOOD,4,294.0,0,1.0,1.0,667.0,3.0,0.0,0.0,Amay,Liège,Wallonia
295000,2660,HOUSE,HOUSE,GOOD,3,120.0,0,0.0,1.0,82.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
195000,4032,HOUSE,HOUSE,GOOD,2,115.0,0,1.0,1.0,143.0,2.0,0.0,0.0,Liège,Liège,Wallonia
275000,5500,APARTMENT,APARTMENT,GOOD,3,117.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Dinant,Namur,Wallonia
180000,4420,HOUSE,HOUSE,GOOD,3,105.0,1,1.0,1.0,230.0,3.0,0.0,0.0,Saint-Nicolas,Liège,Wallonia
239000,8860,HOUSE,HOUSE,TO_BE_DONE_UP,3,146.0,0,0.0,0.0,537.0,3.0,0.0,0.0,Lendelede,Other,Other
150000,4171,HOUSE,HOUSE,TO_BE_DONE_UP,3,104.0,0,1.0,1.0,193.0,4.0,0.0,0.0,Comblain-au-Pont,Liège,Wallonia
189000,3300,APARTMENT,APARTMENT,GOOD,2,84.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Tienen,Other,Other
249000,2610,APARTMENT,APARTMENT,GOOD,3,112.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
225000,8790,APARTMENT,APARTMENT,AS_NEW,1,57.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Waregem,Other,Other
299000,6760,HOUSE,APARTMENT_BLOCK,GOOD,4,225.0,0,0.0,0.0,150.0,2.0,0.0,0.0,Virton,Luxembourg,Wallonia
726000,1140,HOUSE,APARTMENT_BLOCK,GOOD,2,150.0,0,0.0,0.0,336.0,2.0,0.0,0.0,Evere,Brussels Capital,Bruxelles-Capital
249000,4621,HOUSE,HOUSE,AS_NEW,3,210.0,0,1.0,1.0,130.0,3.0,0.0,0.0,Fléron,Liège,Wallonia
271650,9200,APARTMENT,GROUND_FLOOR,GOOD,2,83.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Dendermonde,East Flanders,Flanders
289000,2170,HOUSE,MIXED_USE_BUILDING,GOOD,2,227.0,0,1.0,0.0,124.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
171000,8670,APARTMENT,APARTMENT,GOOD,1,63.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Koksijde,Other,Other
375000,2223,APARTMENT,PENTHOUSE,GOOD,2,141.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Heist-op-den-Berg,Antwerp,Flanders
295000,2600,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,4,215.0,0,0.0,0.0,71.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
169000,1020,APARTMENT,APARTMENT,GOOD,1,50.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Bruxelles,Brussels Capital,Bruxelles-Capital
395000,8000,HOUSE,HOUSE,TO_RENOVATE,3,211.0,0,0.0,0.0,0.0,3.0,0.0,0.0,Brugge,Other,Other
289000,2440,APARTMENT,APARTMENT,AS_NEW,1,71.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Geel,Antwerp,Flanders
355000,2280,APARTMENT,APARTMENT,GOOD,3,106.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Grobbendonk,Antwerp,Flanders
475000,2270,APARTMENT,APARTMENT,AS_NEW,2,111.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Herenthout,Antwerp,Flanders
179000,2100,APARTMENT,APARTMENT,TO_BE_DONE_UP,3,89.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
339000,9750,HOUSE,HOUSE,GOOD,2,172.0,0,1.0,1.0,340.0,3.0,0.0,0.0,Kruisem,East Flanders,Flanders
259000,9300,HOUSE,HOUSE,GOOD,2,146.0,0,1.0,0.0,160.0,3.0,0.0,0.0,Aalst,East Flanders,Flanders
315000,1420,APARTMENT,APARTMENT,GOOD,3,114.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Braine-l'Alleud,Walloon Brabant,Wallonia
199900,4100,HOUSE,HOUSE,JUST_RENOVATED,3,220.0,0,1.0,1.0,286.0,2.0,0.0,0.0,Seraing,Liège,Wallonia
199000,3630,APARTMENT,APARTMENT,GOOD,1,74.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Maasmechelen,Limburg,Wallonia
310000,1080,APARTMENT,APARTMENT,GOOD,1,72.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Molenbeek-Saint-Jean,Brussels Capital,Bruxelles-Capital
235000,3000,APARTMENT,FLAT_STUDIO,GOOD,1,34.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Leuven,Flemish Brabant,Flanders
260000,4000,APARTMENT,APARTMENT,AS_NEW,2,90.0,1,1.0,0.0,0.0,4.0,0.0,1.0,Liège,Liège,Wallonia
545000,1020,HOUSE,HOUSE,GOOD,3,190.0,0,1.0,1.0,230.0,2.0,0.0,0.0,Bruxelles,Brussels Capital,Bruxelles-Capital
300000,9940,APARTMENT,APARTMENT,AS_NEW,1,75.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Evergem,East Flanders,Flanders
395000,1840,HOUSE,HOUSE,GOOD,4,150.0,0,1.0,1.0,200.0,2.0,0.0,0.0,Londerzeel,Flemish Brabant,Flanders
280000,7190,HOUSE,HOUSE,GOOD,3,166.0,0,0.0,0.0,235.0,3.0,0.0,0.0,Écaussinnes,Hainaut,Wallonia
299900,8830,HOUSE,HOUSE,GOOD,3,141.0,1,1.0,1.0,153.0,3.0,0.0,0.0,Hooglede,Other,Other
315000,1200,APARTMENT,APARTMENT,GOOD,2,88.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital,Bruxelles-Capital
495000,9051,APARTMENT,APARTMENT,GOOD,3,200.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
199000,2100,APARTMENT,APARTMENT,GOOD,3,83.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
259000,2170,APARTMENT,APARTMENT,GOOD,3,108.0,0,0.0,0.0,0.0,4.0,0.0,1.0,Antwerpen,Antwerp,Flanders
395000,2610,APARTMENT,APARTMENT,JUST_RENOVATED,3,129.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
675000,1050,APARTMENT,APARTMENT,GOOD,2,120.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Ixelles,Brussels Capital,Bruxelles-Capital
495000,1000,APARTMENT,GROUND_FLOOR,GOOD,2,170.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
395000,4000,HOUSE,HOUSE,GOOD,4,211.0,0,1.0,1.0,210.0,2.0,0.0,0.0,Liège,Liège,Wallonia
250000,7000,HOUSE,HOUSE,GOOD,3,120.0,0,0.0,0.0,69.0,2.0,0.0,0.0,Mons,Hainaut,Wallonia
199000,2200,APARTMENT,APARTMENT,GOOD,2,150.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Herentals,Antwerp,Flanders
455000,2180,HOUSE,HOUSE,AS_NEW,3,167.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
330000,1040,APARTMENT,APARTMENT,GOOD,1,83.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Bruxelles,Brussels Capital,Bruxelles-Capital
385000,1180,APARTMENT,PENTHOUSE,AS_NEW,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Uccle,Brussels Capital,Bruxelles-Capital
295000,1150,APARTMENT,APARTMENT,GOOD,2,78.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Woluwe-Saint-Pierre,Brussels Capital,Bruxelles-Capital
195000,1070,APARTMENT,APARTMENT,GOOD,2,86.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Anderlecht,Brussels Capital,Bruxelles-Capital
474000,2660,HOUSE,HOUSE,AS_NEW,4,201.0,0,1.0,1.0,222.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
745000,2018,APARTMENT,GROUND_FLOOR,JUST_RENOVATED,4,189.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
310000,1180,APARTMENT,APARTMENT,TO_RENOVATE,2,98.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Uccle,Brussels Capital,Bruxelles-Capital
424000,1755,HOUSE,HOUSE,GOOD,3,200.0,1,1.0,1.0,598.0,3.0,0.0,0.0,Gooik,Flemish Brabant,Flanders
599000,9000,HOUSE,HOUSE,AS_NEW,4,177.0,1,1.0,0.0,120.0,2.0,0.0,0.0,Gent,East Flanders,Flanders
235000,4570,APARTMENT,APARTMENT,AS_NEW,2,100.0,1,1.0,1.0,0.0,3.0,0.0,0.0,Marchin,Liège,Wallonia
560000,1060,APARTMENT,APARTMENT,AS_NEW,3,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Gilles,Brussels Capital,Bruxelles-Capital
179000,2800,APARTMENT,APARTMENT,GOOD,1,59.0,0,1.0,1.0,0.0,4.0,0.0,1.0,Mechelen,Antwerp,Flanders
287000,9940,HOUSE,HOUSE,GOOD,3,144.0,0,1.0,1.0,189.0,3.0,0.0,0.0,Evergem,East Flanders,Flanders
285000,1840,HOUSE,HOUSE,TO_RENOVATE,3,142.0,0,1.0,1.0,384.0,3.0,0.0,0.0,Londerzeel,Flemish Brabant,Flanders
450000,9000,HOUSE,HOUSE,GOOD,4,175.0,0,1.0,0.0,127.0,3.0,0.0,0.0,Gent,East Flanders,Flanders
559000,2930,HOUSE,HOUSE,AS_NEW,4,201.0,0,0.0,1.0,717.0,3.0,0.0,0.0,Brasschaat,Antwerp,Flanders
275000,9160,APARTMENT,GROUND_FLOOR,AS_NEW,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Lokeren,East Flanders,Flanders
280000,8370,APARTMENT,APARTMENT,JUST_RENOVATED,2,70.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Blankenberge,Other,Other
285000,2300,APARTMENT,APARTMENT,GOOD,1,108.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Turnhout,Antwerp,Flanders
260000,7900,HOUSE,VILLA,GOOD,3,224.0,0,0.0,1.0,769.0,4.0,0.0,0.0,Leuze-en-Hainaut,Hainaut,Wallonia
495591,3360,HOUSE,HOUSE,GOOD,3,209.0,0,0.0,0.0,610.0,3.0,0.0,0.0,Bierbeek,Other,Other
399000,2300,APARTMENT,APARTMENT,GOOD,3,127.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Turnhout,Antwerp,Flanders
309000,9300,HOUSE,HOUSE,TO_BE_DONE_UP,4,160.0,0,1.0,1.0,100.0,2.0,0.0,0.0,Aalst,East Flanders,Flanders
310000,5590,HOUSE,HOUSE,GOOD,2,150.0,0,1.0,1.0,158.0,3.0,0.0,0.0,Ciney,Namur,Wallonia
625000,1050,APARTMENT,GROUND_FLOOR,AS_NEW,4,150.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Ixelles,Brussels Capital,Bruxelles-Capital
290000,9160,APARTMENT,APARTMENT,AS_NEW,2,85.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Lokeren,East Flanders,Flanders
165000,4030,HOUSE,HOUSE,TO_RENOVATE,4,252.0,0,1.0,1.0,380.0,2.0,0.0,0.0,Liège,Liège,Wallonia
530328,9052,APARTMENT,APARTMENT,GOOD,3,126.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
557150,1950,APARTMENT,SERVICE_FLAT,AS_NEW,2,107.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Kraainem,Flemish Brabant,Flanders
349000,8620,APARTMENT,APARTMENT,GOOD,1,65.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Nieuwpoort,Other,Other
875000,1040,HOUSE,HOUSE,TO_BE_DONE_UP,4,233.0,1,1.0,0.0,112.0,3.0,0.0,0.0,Bruxelles,Brussels Capital,Bruxelles-Capital
293221,8800,HOUSE,HOUSE,GOOD,3,149.0,0,1.0,0.0,240.0,3.0,0.0,0.0,Roeselare,Other,Other
635000,8790,APARTMENT,APARTMENT,GOOD,3,160.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Waregem,Other,Other
195000,7160,APARTMENT,APARTMENT,AS_NEW,2,99.0,0,0.0,0.0,0.0,4.0,0.0,0.0,Chapelle-lez-Herlaimont,Hainaut,Wallonia
109000,7700,APARTMENT,APARTMENT,GOOD,2,100.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Mouscron,Hainaut,Wallonia
175000,9300,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,83.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Aalst,East Flanders,Flanders
325000,9300,APARTMENT,APARTMENT,GOOD,3,184.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Aalst,East Flanders,Flanders
315000,1840,APARTMENT,APARTMENT,AS_NEW,2,118.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Londerzeel,Flemish Brabant,Flanders
498000,2140,APARTMENT,LOFT,GOOD,2,225.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
210000,7190,APARTMENT,APARTMENT,GOOD,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Écaussinnes,Hainaut,Wallonia
175000,3800,HOUSE,HOUSE,TO_RENOVATE,3,137.0,0,0.0,1.0,151.0,3.0,0.0,0.0,Sint-Truiden,Limburg,Wallonia
199000,3000,APARTMENT,KOT,AS_NEW,1,17.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Leuven,Flemish Brabant,Flanders
260000,9500,APARTMENT,APARTMENT,AS_NEW,2,98.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Geraardsbergen,East Flanders,Flanders
360000,8870,HOUSE,HOUSE,TO_BE_DONE_UP,4,202.0,0,1.0,0.0,706.0,3.0,0.0,0.0,Izegem,Other,Other
349000,2020,APARTMENT,APARTMENT,GOOD,3,165.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
265000,2980,APARTMENT,APARTMENT,GOOD,3,110.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Zoersel,Antwerp,Flanders
105000,7500,APARTMENT,APARTMENT,GOOD,2,59.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Tournai,Hainaut,Wallonia
415000,1200,APARTMENT,APARTMENT,AS_NEW,1,76.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Woluwe-Saint-Lambert,Brussels Capital,Bruxelles-Capital
109500,8930,HOUSE,HOUSE,GOOD,2,135.0,0,0.0,1.0,338.0,3.0,0.0,0.0,Menen,Other,Other
145000,8450,APARTMENT,APARTMENT,TO_RENOVATE,1,65.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Bredene,Other,Other
280000,9800,APARTMENT,APARTMENT,GOOD,2,91.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Deinze,East Flanders,Flanders
299000,4000,APARTMENT,DUPLEX,AS_NEW,3,168.0,1,1.0,1.0,0.0,2.0,0.0,0.0,Liège,Liège,Wallonia
339000,1050,APARTMENT,APARTMENT,GOOD,1,87.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Ixelles,Brussels Capital,Bruxelles-Capital
375000,1050,APARTMENT,APARTMENT,AS_NEW,2,75.0,1,0.0,0.0,0.0,4.0,0.0,0.0,Ixelles,Brussels Capital,Bruxelles-Capital
299000,1800,HOUSE,HOUSE,TO_BE_DONE_UP,3,140.0,0,0.0,1.0,122.0,2.0,0.0,0.0,Vilvoorde,Flemish Brabant,Flanders
455000,2000,APARTMENT,APARTMENT,GOOD,1,102.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
479000,9500,HOUSE,HOUSE,AS_NEW,4,218.0,1,1.0,1.0,439.0,3.0,0.0,0.0,Geraardsbergen,East Flanders,Flanders
259000,2660,HOUSE,HOUSE,GOOD,2,148.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
395000,1040,APARTMENT,APARTMENT,GOOD,1,103.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Bruxelles,Brussels Capital,Bruxelles-Capital
219000,2180,APARTMENT,APARTMENT,GOOD,2,81.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Antwerpen,Antwerp,Flanders
495000,9860,HOUSE,VILLA,GOOD,4,178.0,0,0.0,1.0,660.0,4.0,0.0,0.0,Oosterzele,East Flanders,Flanders
195000,4600,HOUSE,HOUSE,GOOD,2,100.0,0,1.0,0.0,180.0,2.0,0.0,0.0,Visé,Liège,Wallonia
