Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift,Municipality,Province,Region,Property_Size
189000,4130,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,99.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Esneux,Liège,Wallonia,Medium
168000,8500,APARTMENT,FLAT_STUDIO,TO_BE_DONE_UP,1,45.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Kortrijk,West Flanders,Flanders,Small
79500,9600,HOUSE,MIXED_USE_BUILDING,GOOD,1,28.0,0,0.0,0.0,28.0,2.0,0.0,0.0,Renaix,East Flanders,Flanders,Small
425000,9000,APARTMENT,APARTMENT,GOOD,3,127.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Large
249000,8434,APARTMENT,APARTMENT,JUST_RENOVATED,1,68.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,West Flanders,Flanders,Medium
535000,8301,HOUSE,MANSION,AS_NEW,4,210.0,0,0.0,0.0,72.0,4.0,0.0,0.0,Knokke-Heist,West Flanders,Flanders,Very Large
169000,4801,HOUSE,HOUSE,TO_BE_DONE_UP,2,85.0,0,1.0,1.0,347.0,4.0,0.0,0.0,Verviers,Liège,Wallonia,Medium
180000,6280,HOUSE,HOUSE,GOOD,3,154.0,0,0.0,0.0,277.0,3.0,0.0,0.0,Gerpinnes,Hainaut,Wallonia,Large
210000,4100,HOUSE,HOUSE,JUST_RENOVATED,3,199.0,0,1.0,1.0,450.0,3.0,0.0,0.0,Seraing,Liège,Wallonia,Large
569000,2070,HOUSE,HOUSE,AS_NEW,4,211.0,0,0.0,0.0,269.0,3.0,1.0,0.0,Zwijndrecht,Antwerp,Flanders,Very Large
625000,8300,APARTMENT,APARTMENT,GOOD,2,95.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,West Flanders,Flanders,Medium
445000,9000,APARTMENT,APARTMENT,JUST_RENOVATED,2,105.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Large
340000,9800,APARTMENT,APARTMENT,AS_NEW,2,95.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Deinze,East Flanders,Flanders,Medium
569000,3920,APARTMENT,APARTMENT,AS_NEW,3,143.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Lommel,Limburg,Wallonia,Large
340800,2800,APARTMENT,APARTMENT,GOOD,2,96.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Mechelen,Antwerp,Flanders,Medium
475000,1400,HOUSE,TOWN_HOUSE,GOOD,3,209.0,1,0.0,0.0,375.0,2.0,0.0,0.0,Nivelles,Walloon Brabant,Wallonia,Very Large
309000,2070,APARTMENT,GROUND_FLOOR,AS_NEW,2,80.0,0,1.0,1.0,0.0,3.0,0.0,1.0,Zwijndrecht,Antwerp,Flanders,Medium
665000,2500,HOUSE,HOUSE,AS_NEW,4,288.0,1,1.0,1.0,265.0,2.0,0.0,0.0,Lier,Antwerp,Flanders,Very Large
390000,9040,APARTMENT,APARTMENT,GOOD,4,210.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Very Large
360000,9500,HOUSE,HOUSE,GOOD,4,170.0,0,0.0,0.0,305.0,2.0,0.0,0.0,Geraardsbergen,East Flanders,Flanders,Large
379000,9000,HOUSE,APARTMENT_BLOCK,TO_BE_DONE_UP,3,138.0,0,1.0,0.0,78.0,2.0,0.0,0.0,Gent,East Flanders,Flanders,Large
259000,9000,APARTMENT,APARTMENT,GOOD,1,46.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Small
179000,4400,HOUSE,HOUSE,GOOD,2,108.0,0,1.0,1.0,340.0,3.0,0.0,0.0,Flémalle,Liège,Wallonia,Large
315000,1850,HOUSE,HOUSE,GOOD,2,163.0,0,0.0,0.0,195.0,3.0,0.0,0.0,Grimbergen,Flemish Brabant,Flanders,Large
240000,6700,APARTMENT,APARTMENT,GOOD,2,75.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Arlon,Luxembourg,Wallonia,Medium
175000,8430,HOUSE,HOUSE,TO_RENOVATE,3,98.0,0,0.0,1.0,387.0,2.0,0.0,0.0,Middelkerke,West Flanders,Flanders,Medium
470000,8420,HOUSE,HOUSE,GOOD,3,166.0,0,0.0,0.0,459.0,4.0,0.0,0.0,De Haan,West Flanders,Flanders,Large
249000,2235,HOUSE,HOUSE,TO_RENOVATE,3,151.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Hulshout,Antwerp,Flanders,Large
269000,2640,HOUSE,MIXED_USE_BUILDING,GOOD,3,178.0,0,0.0,0.0,62.0,2.0,0.0,0.0,Mortsel,Antwerp,Flanders,Large
465000,1050,APARTMENT,PENTHOUSE,JUST_RENOVATED,1,92.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Ixelles,Brussels Capital,Bruxelles-Capital,Medium
295000,3980,HOUSE,HOUSE,GOOD,2,206.0,0,0.0,1.0,576.0,4.0,0.0,0.0,Tessenderlo,Limburg,Wallonia,Very Large
199000,4000,APARTMENT,APARTMENT,GOOD,1,72.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Liège,Liège,Wallonia,Medium
179000,8930,HOUSE,HOUSE,GOOD,4,140.0,0,1.0,1.0,133.0,3.0,0.0,0.0,Menen,West Flanders,Flanders,Large
225000,4570,HOUSE,HOUSE,TO_BE_DONE_UP,2,100.0,0,0.0,1.0,480.0,3.0,0.0,0.0,Marchin,Liège,Wallonia,Medium
139000,9600,HOUSE,HOUSE,GOOD,3,110.0,0,0.0,1.0,95.0,2.0,0.0,0.0,Renaix,East Flanders,Flanders,Large
199000,9070,HOUSE,HOUSE,TO_BE_DONE_UP,2,91.0,0,0.0,1.0,130.0,3.0,0.0,0.0,Destelbergen,East Flanders,Flanders,Medium
369000,9570,HOUSE,HOUSE,GOOD,3,170.0,0,0.0,0.0,332.0,3.0,0.0,0.0,Lierde,East Flanders,Flanders,Large
369000,2640,APARTMENT,APARTMENT,GOOD,3,130.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Mortsel,Antwerp,Flanders,Large
398000,9000,APARTMENT,APARTMENT,AS_NEW,1,74.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Medium
547000,9810,APARTMENT,PENTHOUSE,AS_NEW,3,146.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Nazareth,East Flanders,Flanders,Large
299000,1190,APARTMENT,APARTMENT,AS_NEW,2,83.0,1,1.0,0.0,0.0,4.0,0.0,1.0,Forest,Brussels Capital,Bruxelles-Capital,Medium
399000,2000,APARTMENT,APARTMENT,GOOD,3,115.0,1,1.0,0.0,0.0,3.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Large
259000,9500,HOUSE,HOUSE,TO_BE_DONE_UP,3,201.0,0,1.0,0.0,659.0,2.0,0.0,0.0,Geraardsbergen,East Flanders,Flanders,Very Large
599000,8301,APARTMENT,APARTMENT,GOOD,2,85.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,West Flanders,Flanders,Medium
249900,2610,APARTMENT,APARTMENT,GOOD,2,95.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Medium
519000,1400,HOUSE,TOWN_HOUSE,GOOD,4,242.0,1,0.0,0.0,462.0,2.0,0.0,0.0,Nivelles,Walloon Brabant,Wallonia,Very Large
398000,9700,HOUSE,HOUSE,GOOD,3,165.0,0,1.0,0.0,645.0,2.0,0.0,0.0,Oudenaarde,East Flanders,Flanders,Large
328000,1070,APARTMENT,DUPLEX,AS_NEW,2,113.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Anderlecht,Brussels Capital,Bruxelles-Capital,Large
256000,8760,APARTMENT,APARTMENT,GOOD,2,139.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Meulebeke,West Flanders,Flanders,Large
250000,1050,APARTMENT,APARTMENT,GOOD,1,45.0,0,1.0,1.0,0.0,2.0,0.0,0.0,Ixelles,Brussels Capital,Bruxelles-Capital,Small
315000,9420,HOUSE,HOUSE,TO_RENOVATE,2,170.0,0,1.0,0.0,458.0,4.0,0.0,0.0,Erpe-Mere,East Flanders,Flanders,Large
169000,5060,HOUSE,HOUSE,TO_RENOVATE,3,135.0,0,0.0,1.0,0.0,3.0,0.0,0.0,Sambreville,Namur,Wallonia,Large
230000,1040,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,68.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Bruxelles,Brussels Capital,Bruxelles-Capital,Medium
475000,1540,HOUSE,HOUSE,AS_NEW,3,228.0,0,1.0,0.0,592.0,4.0,0.0,0.0,Herne,Flemish Brabant,Flanders,Very Large
155000,8020,HOUSE,HOUSE,TO_RENOVATE,2,112.0,0,1.0,0.0,293.0,3.0,0.0,0.0,Oostkamp,West Flanders,Flanders,Large
599000,1700,HOUSE,HOUSE,GOOD,3,182.0,1,1.0,1.0,0.0,4.0,0.0,0.0,Dilbeek,Flemish Brabant,Flanders,Large
215000,7850,APARTMENT,APARTMENT,GOOD,2,79.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Silly,Hainaut,Wallonia,Medium
79000,5377,HOUSE,CHALET,GOOD,1,44.0,0,0.0,1.0,296.0,4.0,0.0,0.0,Somme-Leuze,Namur,Wallonia,Small
239000,8660,APARTMENT,APARTMENT,GOOD,1,66.0,0,1.0,0.0,0.0,2.0,0.0,1.0,De Panne,West Flanders,Flanders,Medium
269000,1180,APARTMENT,APARTMENT,AS_NEW,1,70.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Uccle,Brussels Capital,Bruxelles-Capital,Medium
635000,1081,APARTMENT,LOFT,AS_NEW,3,263.0,1,1.0,0.0,0.0,3.0,1.0,1.0,Koekelberg,Brussels Capital,Bruxelles-Capital,Very Large
169000,1070,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,52.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Anderlecht,Brussels Capital,Bruxelles-Capital,Medium
379647,2850,HOUSE,HOUSE,GOOD,3,137.0,0,0.0,0.0,160.0,3.0,0.0,0.0,Boom,Antwerp,Flanders,Large
215000,9620,HOUSE,HOUSE,TO_RENOVATE,4,152.0,0,0.0,0.0,501.0,3.0,0.0,0.0,Zottegem,East Flanders,Flanders,Large
369000,4000,APARTMENT,APARTMENT,GOOD,3,200.0,0,1.0,1.0,0.0,4.0,0.0,1.0,Liège,Liège,Wallonia,Large
219000,2018,APARTMENT,APARTMENT,GOOD,1,55.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Medium
219000,1140,APARTMENT,PENTHOUSE,GOOD,1,50.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Evere,Brussels Capital,Bruxelles-Capital,Small
495000,9240,HOUSE,MIXED_USE_BUILDING,JUST_RENOVATED,3,257.0,0,1.0,0.0,91.0,1.0,0.0,0.0,Zele,East Flanders,Flanders,Very Large
285000,8400,APARTMENT,SERVICE_FLAT,AS_NEW,1,55.0,0,0.0,0.0,0.0,4.0,0.0,1.0,Oostende,West Flanders,Flanders,Medium
199000,8660,APARTMENT,SERVICE_FLAT,AS_NEW,1,56.0,0,1.0,0.0,0.0,2.0,0.0,1.0,De Panne,West Flanders,Flanders,Medium
695000,1060,APARTMENT,APARTMENT,AS_NEW,3,126.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Gilles,Brussels Capital,Bruxelles-Capital,Large
180000,8540,HOUSE,HOUSE,TO_RENOVATE,4,282.0,0,0.0,0.0,187.0,3.0,0.0,0.0,Deerlijk,West Flanders,Flanders,Very Large
499000,1180,APARTMENT,APARTMENT,GOOD,3,141.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Uccle,Brussels Capital,Bruxelles-Capital,Large
272000,3970,APARTMENT,APARTMENT,AS_NEW,2,106.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Leopoldsburg,Limburg,Wallonia,Large
420000,1000,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Medium
299000,9041,APARTMENT,APARTMENT,AS_NEW,2,89.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Medium
329000,8800,HOUSE,HOUSE,GOOD,3,172.0,0,1.0,0.0,315.0,3.0,0.0,0.0,Roeselare,West Flanders,Flanders,Large
408691,1950,APARTMENT,SERVICE_FLAT,AS_NEW,1,71.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Kraainem,Flemish Brabant,Flanders,Medium
279000,8560,HOUSE,HOUSE,AS_NEW,2,143.0,0,1.0,1.0,303.0,3.0,0.0,0.0,Wevelgem,West Flanders,Flanders,Large
379000,1850,HOUSE,TOWN_HOUSE,TO_RENOVATE,3,165.0,0,0.0,1.0,310.0,3.0,0.0,0.0,Grimbergen,Flemish Brabant,Flanders,Large
320000,1853,APARTMENT,APARTMENT,AS_NEW,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Grimbergen,Flemish Brabant,Flanders,Medium
215000,1000,APARTMENT,APARTMENT,GOOD,2,55.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Medium
215000,4000,APARTMENT,APARTMENT,GOOD,2,94.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège,Wallonia,Medium
315000,2600,APARTMENT,APARTMENT,GOOD,3,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Medium
265000,2500,APARTMENT,APARTMENT,GOOD,2,100.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Lier,Antwerp,Flanders,Medium
135000,6760,HOUSE,HOUSE,TO_RENOVATE,3,120.0,0,1.0,0.0,480.0,2.0,0.0,0.0,Virton,Luxembourg,Wallonia,Large
265000,9600,APARTMENT,APARTMENT,GOOD,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Renaix,East Flanders,Flanders,Medium
690000,1420,APARTMENT,GROUND_FLOOR,GOOD,3,160.0,1,1.0,1.0,0.0,3.0,0.0,1.0,Braine-l'Alleud,Walloon Brabant,Wallonia,Large
495000,8400,APARTMENT,APARTMENT,GOOD,3,150.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,West Flanders,Flanders,Large
250000,3840,HOUSE,HOUSE,GOOD,3,179.0,0,1.0,0.0,134.0,2.0,0.0,0.0,Borgloon,Limburg,Wallonia,Large
335000,8430,APARTMENT,DUPLEX,GOOD,2,115.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Middelkerke,West Flanders,Flanders,Large
179500,9660,HOUSE,HOUSE,TO_RENOVATE,4,186.0,0,0.0,0.0,739.0,2.0,0.0,0.0,Brakel,East Flanders,Flanders,Large
340000,1140,APARTMENT,APARTMENT,AS_NEW,2,78.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Evere,Brussels Capital,Bruxelles-Capital,Medium
450000,2140,HOUSE,HOUSE,TO_BE_DONE_UP,3,215.0,0,1.0,1.0,140.0,3.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Very Large
299000,9470,APARTMENT,APARTMENT,AS_NEW,3,120.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Denderleeuw,East Flanders,Flanders,Large
435000,2180,HOUSE,HOUSE,AS_NEW,3,142.0,1,1.0,0.0,195.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Large
219000,2140,APARTMENT,APARTMENT,GOOD,2,92.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Medium
829000,8620,APARTMENT,APARTMENT,GOOD,3,124.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Nieuwpoort,West Flanders,Flanders,Large
170000,4430,HOUSE,HOUSE,GOOD,3,110.0,0,0.0,0.0,219.0,4.0,0.0,0.0,Ans,Liège,Wallonia,Large
385500,9940,APARTMENT,APARTMENT,AS_NEW,3,145.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Evergem,East Flanders,Flanders,Large
320000,1050,APARTMENT,APARTMENT,GOOD,1,77.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Ixelles,Brussels Capital,Bruxelles-Capital,Medium
289000,2650,APARTMENT,APARTMENT,JUST_RENOVATED,1,64.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Edegem,Antwerp,Flanders,Medium
139000,9500,HOUSE,HOUSE,GOOD,3,92.0,0,0.0,0.0,38.0,2.0,0.0,0.0,Geraardsbergen,East Flanders,Flanders,Medium
239000,3980,HOUSE,HOUSE,GOOD,3,119.0,0,1.0,0.0,357.0,3.0,0.0,0.0,Tessenderlo,Limburg,Wallonia,Large
135000,9600,APARTMENT,APARTMENT,GOOD,2,79.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Renaix,East Flanders,Flanders,Medium
169000,4100,APARTMENT,APARTMENT,GOOD,2,83.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Seraing,Liège,Wallonia,Medium
195000,9700,APARTMENT,APARTMENT,GOOD,2,121.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oudenaarde,East Flanders,Flanders,Large
399000,8000,HOUSE,HOUSE,AS_NEW,3,184.0,0,1.0,0.0,117.0,4.0,0.0,0.0,Brugge,West Flanders,Flanders,Large
365000,8950,HOUSE,HOUSE,AS_NEW,3,150.0,0,0.0,0.0,286.0,3.0,0.0,0.0,Heuvelland,West Flanders,Flanders,Large
168000,2000,APARTMENT,FLAT_STUDIO,GOOD,1,39.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Small
99000,4100,HOUSE,HOUSE,TO_RENOVATE,2,99.0,0,0.0,1.0,365.0,4.0,0.0,0.0,Seraing,Liège,Wallonia,Medium
330000,1082,APARTMENT,APARTMENT,AS_NEW,2,90.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Berchem-Sainte-Agathe,Brussels Capital,Bruxelles-Capital,Medium
625000,3080,HOUSE,HOUSE,GOOD,4,225.0,0,0.0,1.0,683.0,4.0,0.0,0.0,Tervuren,Flemish Brabant,Flanders,Very Large
179000,2170,APARTMENT,APARTMENT,JUST_RENOVATED,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Medium
145000,4020,APARTMENT,APARTMENT,TO_RENOVATE,2,81.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Liège,Liège,Wallonia,Medium
174000,1755,APARTMENT,LOFT,GOOD,1,101.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gooik,Flemish Brabant,Flanders,Large
234000,8400,APARTMENT,APARTMENT,GOOD,2,70.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,West Flanders,Flanders,Medium
275000,2600,APARTMENT,APARTMENT,GOOD,2,104.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Large
174000,2140,APARTMENT,APARTMENT,GOOD,1,64.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Medium
351235,8670,HOUSE,HOUSE,GOOD,3,100.0,0,0.0,0.0,195.0,3.0,0.0,0.0,Koksijde,West Flanders,Flanders,Medium
405000,2350,APARTMENT,APARTMENT,GOOD,2,112.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Vosselaar,Antwerp,Flanders,Large
699000,9000,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,3,250.0,0,0.0,0.0,68.0,3.0,0.0,0.0,Gent,East Flanders,Flanders,Very Large
259000,2910,HOUSE,HOUSE,TO_RENOVATE,2,116.0,0,1.0,0.0,550.0,3.0,0.0,0.0,Essen,Antwerp,Flanders,Large
495000,3090,HOUSE,HOUSE,AS_NEW,3,183.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Overijse,Flemish Brabant,Flanders,Large
295000,8730,APARTMENT,DUPLEX,AS_NEW,2,125.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Beernem,West Flanders,Flanders,Large
240000,8370,APARTMENT,APARTMENT,GOOD,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Blankenberge,West Flanders,Flanders,Medium
259000,9160,APARTMENT,SERVICE_FLAT,GOOD,2,87.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Lokeren,East Flanders,Flanders,Medium
193000,4000,APARTMENT,APARTMENT,AS_NEW,1,65.0,1,0.0,0.0,0.0,2.0,0.0,0.0,Liège,Liège,Wallonia,Medium
129000,4040,APARTMENT,APARTMENT,GOOD,1,90.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Herstal,Liège,Wallonia,Medium
459000,9051,APARTMENT,APARTMENT,AS_NEW,2,108.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Large
215000,5500,APARTMENT,APARTMENT,JUST_RENOVATED,2,180.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Dinant,Namur,Wallonia,Large
209000,9280,APARTMENT,APARTMENT,GOOD,2,79.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Lebbeke,East Flanders,Flanders,Medium
299000,9000,APARTMENT,APARTMENT,GOOD,2,86.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Medium
199000,4000,HOUSE,HOUSE,GOOD,4,149.0,0,1.0,1.0,243.0,2.0,0.0,0.0,Liège,Liège,Wallonia,Large
485000,3350,HOUSE,HOUSE,AS_NEW,3,148.0,0,0.0,1.0,572.0,4.0,0.0,0.0,Linter,Flemish Brabant,Flanders,Large
295000,8370,APARTMENT,APARTMENT,GOOD,2,91.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Blankenberge,West Flanders,Flanders,Medium
220000,6250,HOUSE,HOUSE,GOOD,2,111.0,0,0.0,0.0,299.0,3.0,0.0,0.0,Aiseau-Presles,Hainaut,Wallonia,Large
379000,9940,HOUSE,HOUSE,AS_NEW,3,122.0,1,1.0,1.0,239.0,3.0,0.0,0.0,Evergem,East Flanders,Flanders,Large
449000,1731,APARTMENT,DUPLEX,AS_NEW,4,184.0,1,1.0,0.0,0.0,3.0,0.0,1.0,Asse,Flemish Brabant,Flanders,Large
249900,4000,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,3,200.0,0,1.0,1.0,230.0,2.0,0.0,0.0,Liège,Liège,Wallonia,Large
195000,6900,APARTMENT,APARTMENT,AS_NEW,2,111.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Marche-en-Famenne,Luxembourg,Wallonia,Large
245000,3582,APARTMENT,APARTMENT,GOOD,1,77.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Beringen,Limburg,Wallonia,Medium
565000,1000,HOUSE,APARTMENT_BLOCK,AS_NEW,3,225.0,0,1.0,0.0,117.0,2.0,0.0,0.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Very Large
115000,8370,APARTMENT,APARTMENT,TO_RENOVATE,1,50.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Blankenberge,West Flanders,Flanders,Small
419000,2000,HOUSE,APARTMENT_BLOCK,TO_RESTORE,3,250.0,0,0.0,0.0,59.0,1.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Very Large
145000,5500,APARTMENT,APARTMENT,GOOD,2,81.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Dinant,Namur,Wallonia,Medium
312500,8400,APARTMENT,APARTMENT,AS_NEW,3,106.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,West Flanders,Flanders,Large
279000,8940,HOUSE,HOUSE,GOOD,4,182.0,0,1.0,0.0,335.0,3.0,0.0,0.0,Wervik,West Flanders,Flanders,Large
339000,2800,HOUSE,HOUSE,GOOD,4,123.0,0,1.0,0.0,109.0,2.0,0.0,0.0,Mechelen,Antwerp,Flanders,Large
309600,8510,HOUSE,HOUSE,GOOD,3,155.0,0,1.0,0.0,140.0,3.0,0.0,0.0,Kortrijk,West Flanders,Flanders,Large
255000,9800,APARTMENT,APARTMENT,AS_NEW,1,61.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Deinze,East Flanders,Flanders,Medium
299000,2850,APARTMENT,APARTMENT,GOOD,3,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Boom,Antwerp,Flanders,Medium
150000,7972,HOUSE,HOUSE,JUST_RENOVATED,2,125.0,0,0.0,1.0,389.0,4.0,0.0,0.0,Belœil,Hainaut,Wallonia,Large
419000,9000,APARTMENT,APARTMENT,AS_NEW,3,140.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Large
750000,1970,HOUSE,VILLA,TO_RENOVATE,4,233.0,0,1.0,1.0,716.0,4.0,0.0,0.0,Wezembeek-Oppem,Flemish Brabant,Flanders,Very Large
275000,1150,APARTMENT,APARTMENT,GOOD,1,73.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Pierre,Brussels Capital,Bruxelles-Capital,Medium
389000,8301,APARTMENT,APARTMENT,GOOD,2,90.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,West Flanders,Flanders,Medium
179645,8800,APARTMENT,APARTMENT,GOOD,2,79.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Roeselare,West Flanders,Flanders,Medium
617000,9051,APARTMENT,APARTMENT,GOOD,3,154.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Gent,East Flanders,Flanders,Large
119000,8660,APARTMENT,APARTMENT,GOOD,1,62.0,0,0.0,0.0,0.0,2.0,0.0,1.0,De Panne,West Flanders,Flanders,Medium
229000,2150,APARTMENT,APARTMENT,GOOD,3,101.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Borsbeek,Antwerp,Flanders,Large
375000,2140,HOUSE,HOUSE,GOOD,3,124.0,0,1.0,1.0,164.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Large
275000,5020,APARTMENT,GROUND_FLOOR,GOOD,2,100.0,1,1.0,1.0,0.0,2.0,0.0,0.0,Namur,Namur,Wallonia,Medium
539914,8500,HOUSE,HOUSE,GOOD,3,240.0,1,0.0,0.0,267.0,3.0,0.0,0.0,Kortrijk,West Flanders,Flanders,Very Large
149000,9550,HOUSE,HOUSE,GOOD,3,135.0,0,0.0,0.0,398.0,2.0,0.0,0.0,Herzele,East Flanders,Flanders,Large
468000,3110,HOUSE,HOUSE,GOOD,3,160.0,0,0.0,1.0,490.0,3.0,0.0,0.0,Rotselaar,Flemish Brabant,Flanders,Large
360000,9000,HOUSE,HOUSE,GOOD,2,120.0,0,1.0,0.0,52.0,3.0,0.0,0.0,Gent,East Flanders,Flanders,Large
209000,6800,APARTMENT,APARTMENT,GOOD,3,78.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Libramont-Chevigny,Luxembourg,Wallonia,Medium
195000,1040,APARTMENT,APARTMENT,TO_RENOVATE,1,64.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Bruxelles,Brussels Capital,Bruxelles-Capital,Medium
560000,1060,APARTMENT,DUPLEX,GOOD,2,141.0,0,1.0,1.0,0.0,2.0,0.0,0.0,Saint-Gilles,Brussels Capital,Bruxelles-Capital,Large
765000,8300,APARTMENT,APARTMENT,AS_NEW,2,70.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,West Flanders,Flanders,Medium
